CaseNo,img_section A,img_section B,img_section C,img_section D,img_section E,img_section F,img_section G,img_section H,cost,CO2,install_duration
3778,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,699996117.84,188.4066,348.84979999999996
3779,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,702854189.21,187.5134,349.94319999999993
3780,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,681946097.8100002,190.3131,361.68229999999994
3781,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,691932922.3800001,187.9513,346.57349999999997
3782,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,694790993.7500001,187.0581,347.66689999999994
3783,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,688585226.25,188.743,351.6381
3784,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,698572050.82,186.3812,336.5293
3785,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,701430122.19,185.488,337.6227
3786,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,690485239.8900001,188.14919999999998,352.365
3787,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,700472064.46,185.7874,337.2562
3788,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,703330135.83,184.89419999999998,338.3496
3789,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,682471830.03,190.5023,362.0552
3790,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,692458654.6,188.1405,346.9464
3791,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,695316725.97,187.2473,348.0398
3792,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,689110958.47,188.9322,352.01099999999997
3793,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,699097783.0400001,186.5704,336.9022
3794,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,701955854.4100001,185.6772,337.99559999999997
3795,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,691010972.1100001,188.33839999999998,352.73789999999997
3796,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,700997796.6800001,185.9766,337.6291
3797,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,703855868.0500001,185.08339999999998,338.72249999999997
3798,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,683761420.1600001,190.6369,362.3691
3799,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,693748244.73,188.2751,347.2603
3800,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,696606316.1,187.3819,348.3537
3801,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,690400548.6000001,189.0668,352.32489999999996
3802,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,700387373.1700001,186.705,337.2161
3803,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,703245444.5400001,185.8118,338.30949999999996
3804,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,692300562.24,188.47299999999998,353.05179999999996
3805,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,702287386.8100001,186.1112,337.943
3806,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,705145458.1800001,185.218,339.03639999999996
3807,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,677533216.75,192.01049999999998,371.84979999999996
3808,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,687520041.32,189.6487,356.741
3809,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,690378112.69,188.75549999999998,357.83439999999996
3810,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,684172345.19,190.44039999999998,361.8056
3811,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,694159169.76,188.0786,346.6968
3812,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,697017241.13,187.1854,347.7902
3813,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,686072358.8300002,189.84659999999997,362.5325
3814,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,696059183.4000001,187.48479999999998,347.4237
3815,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,698917254.7700001,186.59159999999997,348.5171
3816,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,678058948.97,192.19969999999998,372.22270000000003
3817,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,688045773.54,189.8379,357.1139
3818,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,690903844.91,188.94469999999998,358.20730000000003
3819,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,684698077.4100001,190.62959999999998,362.1785
3820,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,694684901.98,188.2678,347.0697
3821,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,697542973.35,187.3746,348.1631
3822,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,686598091.05,190.03579999999997,362.9054
3823,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,696584915.62,187.67399999999998,347.7966
3824,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,699442986.99,186.78079999999997,348.89
3825,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,679348539.0999999,192.33429999999998,372.5366
3826,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,689335363.67,189.9725,357.4278
3827,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,692193435.04,189.0793,358.5212
3828,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,685987667.54,190.7642,362.4924
3829,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,695974492.11,188.4024,347.3836
3830,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,698832563.48,187.5092,348.477
3831,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,687887681.1800001,190.17039999999997,363.2193
3832,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,697874505.75,187.80859999999998,348.1105
3833,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,700732577.12,186.91539999999998,349.2039
3834,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,680690643.3900001,192.76729999999998,372.9779
3835,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,690677467.96,190.4055,357.86909999999995
3836,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,693535539.33,189.51229999999998,358.9625
3837,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,687329771.8299999,191.19719999999998,362.93369999999993
3838,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,697316596.4,188.8354,347.82489999999996
3839,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,700174667.77,187.94219999999999,348.91829999999993
3840,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,689229785.47,190.60339999999997,363.66059999999993
3841,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,699216610.04,188.24159999999998,348.55179999999996
3842,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,702074681.41,187.34839999999997,349.64519999999993
3843,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,681216375.6099999,192.95649999999998,373.35079999999994
3844,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,691203200.18,190.5947,358.24199999999996
3845,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,694061271.55,189.70149999999998,359.33539999999994
3846,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,687855504.05,191.38639999999998,363.3066
3847,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,697842328.62,189.0246,348.1978
3848,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,700700399.99,188.13139999999999,349.2912
3849,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,689755517.69,190.79259999999996,364.0335
3850,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,699742342.26,188.43079999999998,348.9247
3851,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,702600413.63,187.53759999999997,350.0181
3852,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,682505965.74,193.09109999999998,373.6646999999999
3853,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,692492790.31,190.7293,358.55589999999995
3854,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,695350861.68,189.8361,359.6492999999999
3855,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,689145094.1800001,191.521,363.6205
3856,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,699131918.75,189.1592,348.51169999999996
3857,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,701989990.12,188.266,349.6051
3858,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,691045107.8199999,190.92719999999997,364.3474
3859,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,701031932.39,188.56539999999998,349.23859999999996
3860,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,703890003.76,187.67219999999998,350.332
3861,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,682981912.3600001,190.47189999999998,362.0711
3862,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,692968736.9300001,188.1101,346.96229999999997
3863,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,695826808.3000001,187.21689999999998,348.0557
3864,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,689621040.8,188.90179999999998,352.02689999999996
3865,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,699607865.37,186.54,336.9181
3866,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,702465936.74,185.64679999999998,338.01149999999996
3867,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,691521054.44,188.308,352.75379999999996
3868,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,701507879.01,185.9462,337.645
3869,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,704365950.38,185.053,338.73839999999996
