CaseNo,img_section A,img_section B,img_section C,img_section D,img_section E,img_section F,img_section G,img_section H,cost,CO2,install_duration
3674,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,691409996.3100001,189.0814,358.0634
3675,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,685204228.81,190.7663,362.03459999999995
3676,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,695191053.38,188.4045,346.9258
3677,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,698049124.75,187.5113,348.01919999999996
3678,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,687104242.45,190.17249999999999,362.76149999999996
3679,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,697091067.02,187.8107,347.6527
3680,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,699949138.39,186.9175,348.74609999999996
3681,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,679090832.5899999,192.5256,372.45169999999996
3682,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,689077657.16,190.1638,357.3429
3683,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,691935728.53,189.2706,358.43629999999996
3684,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,685729961.03,190.9555,362.4075
3685,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,695716785.6,188.5937,347.2987
3686,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,698574856.97,187.7005,348.3921
3687,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,687629974.6700001,190.36169999999998,363.1344
3688,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,697616799.24,187.9999,348.0256
3689,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,700474870.61,187.1067,349.119
3690,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,680380422.72,192.6602,372.76559999999995
3691,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,690367247.29,190.29840000000002,357.6568
3692,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,693225318.66,189.4052,358.75019999999995
3693,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,687019551.1600001,191.0901,362.7214
3694,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,697006375.73,188.72830000000002,347.6126
3695,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,699864447.1,187.8351,348.706
3696,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,688919564.8,190.4963,363.4483
3697,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,698906389.37,188.1345,348.3395
3698,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,701764460.74,187.2413,349.4329
3699,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,680856369.3400002,190.041,361.172
3700,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,690843193.9100001,187.6792,346.0632
3701,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,693701265.2800001,186.786,347.1566
3702,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,687495497.78,188.4709,351.1278
3703,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,697482322.35,186.1091,336.019
3704,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,700340393.72,185.2159,337.1124
3705,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,689395511.4200001,187.87709999999998,351.8547
3706,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,699382335.99,185.5153,336.7459
3707,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,702240407.36,184.6221,337.8393
3708,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,681382101.56,190.2302,361.5449
3709,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,691368926.13,187.8684,346.4361
3710,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,694226997.5,186.9752,347.5295
3711,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,688021230.0,188.6601,351.50070000000005
3712,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,698008054.57,186.2983,336.3919
3713,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,700866125.94,185.4051,337.48530000000005
3714,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,689921243.6400001,188.06629999999998,352.22760000000005
3715,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,699908068.21,185.7045,337.1188
3716,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,702766139.58,184.8113,338.21220000000005
3717,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,682671691.69,190.3648,361.8588
3718,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,692658516.26,188.00300000000001,346.75
3719,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,695516587.63,187.1098,347.8434
3720,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,689310820.1300001,188.7947,351.81460000000004
3721,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,699297644.7,186.43290000000002,336.7058
3722,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,702155716.07,185.5397,337.79920000000004
3723,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,691210833.77,188.2009,352.54150000000004
3724,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,701197658.34,185.8391,337.4327
3725,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,704055729.71,184.9459,338.52610000000004
3726,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,676497402.2,191.8517,371.461
3727,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,686484226.7700001,189.4899,356.3522
3728,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,689342298.1400001,188.5967,357.4456
3729,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,683136530.6400001,190.2816,361.41679999999997
3730,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,693123355.21,187.9198,346.308
3731,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,695981426.58,187.0266,347.40139999999997
3732,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,685036544.2800002,189.68779999999998,362.14369999999997
3733,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,695023368.8500001,187.326,347.0349
3734,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,697881440.2200001,186.4328,348.12829999999997
3735,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,677023134.4200001,192.0409,371.83389999999997
3736,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,687009958.99,189.6791,356.7251
3737,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,689868030.36,188.7859,357.8185
3738,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,683662262.8600001,190.4708,361.78970000000004
3739,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,693649087.4300001,188.109,346.6809
3740,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,696507158.8000001,187.2158,347.77430000000004
3741,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,685562276.5,189.87699999999998,362.51660000000004
3742,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,695549101.07,187.5152,347.4078
3743,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,698407172.44,186.62199999999999,348.50120000000004
3744,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,678312724.55,192.1755,372.14779999999996
3745,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,688299549.12,189.8137,357.039
3746,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,691157620.49,188.9205,358.13239999999996
3747,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,684951852.99,190.6054,362.10360000000003
3748,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,694938677.5600001,188.24360000000001,346.9948
3749,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,697796748.9300001,187.3504,348.08820000000003
3750,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,686851866.6300001,190.0116,362.83050000000003
3751,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,696838691.2,187.6498,347.7217
3752,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,699696762.57,186.7566,348.81510000000003
3753,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,679654828.8400002,192.6085,372.5890999999999
3754,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,689641653.4100001,190.2467,357.48029999999994
3755,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,692499724.7800001,189.3535,358.5736999999999
3756,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,686293957.28,191.0384,362.5449
3757,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,696280781.85,188.6766,347.43609999999995
3758,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,699138853.22,187.7834,348.5295
3759,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,688193970.9200001,190.44459999999998,363.2718
3760,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,698180795.49,188.0828,348.16299999999995
3761,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,701038866.86,187.18959999999998,349.2564
3762,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,680180561.06,192.7977,372.962
3763,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,690167385.63,190.4359,357.85319999999996
3764,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,693025457.0,189.5427,358.9466
3765,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,686819689.5,191.2276,362.91779999999994
3766,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,696806514.07,188.8658,347.80899999999997
3767,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,699664585.44,187.9726,348.90239999999994
3768,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,688719703.1400001,190.63379999999998,363.64469999999994
3769,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,698706527.71,188.272,348.53589999999997
3770,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,701564599.08,187.37879999999998,349.62929999999994
3771,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,681470151.19,192.9323,373.2759
3772,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,691456975.76,190.5705,358.16709999999995
3773,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,694315047.13,189.6773,359.2605
3774,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,688109279.6300001,191.3622,363.23169999999993
3775,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,698096104.2,189.0004,348.12289999999996
3776,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,700954175.57,188.1072,349.21629999999993
3777,section A.CRM.6.0c.png,section B.CRM.6.0c.png,section C.CRM.6.0b.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,690009293.27,190.76839999999999,363.95859999999993
